QuestionID,Question,Answer,Document
Q972,What is a surveyors wheel,question_answering,Surveyor's wheel
Q973,where did world war 1 start,question_answering,World War I
Q974,what species is a spider,question_answering,Spider
Q975,what year was girls just want to have fun release,question_answering,Girls Just Want to Have Fun
Q976,when can you use a defibulator,question_answering,Defibrillation
Q977,who created the cato institute,question_answering,Cato Institute
Q978,what are the players in Quidditch?,question_answering,Quidditch
Q979,who wrote the song a little more country than that>,question_answering,A Little More Country Than That
Q980,who makes blackberry,question_answering,BlackBerry
Q981,when does a demand curve shift?,question_answering,Demand curve
Q982,what are arizona's symbols,question_answering,List of Arizona state symbols
Q983,what are arizona's symbols,question_answering,List of Arizona state symbols
Q984,what is adoration catholic church,question_answering,Eucharistic adoration
Q985,when the body is systemic,question_answering,Systemic
Q986,what are SLR cameras,question_answering,Single-lens reflex camera
Q987,what is a vm server,question_answering,Virtual machine
Q988,Where Elephants Live,question_answering,Elephant
Q989,what are the quad muscles,question_answering,Quadriceps femoris muscle
Q990,when did the titanic sink,question_answering,RMS Titanic
Q991,where is the human thigh located?,question_answering,Human leg
Q992,what is considered a large car,question_answering,Full-size car
Q993,who is flo from progressive,question_answering,Flo (Progressive Insurance)
Q994,who is flo from progressive,question_answering,Flo (Progressive Insurance)
Q995,who is flo from progressive,question_answering,Flo (Progressive Insurance)
Q996,who is flo from progressive,question_answering,Flo (Progressive Insurance)
Q997,when was james madison in the house of representatives,question_answering,James Madison
Q998,What is and where is hydraulic fluid found and used for,question_answering,Hydraulic fluid
Q999,Where Are Mahindra Tractors Made,question_answering,Mahindra Tractors
Q1000,Where Are Mahindra Tractors Made,question_answering,Mahindra Tractors
Q1001,what is petit lemans,question_answering,Petit Le Mans
Q1002,what is middle class in the us,question_answering,American middle class
Q1003,what is middle class in the us,question_answering,American middle class
Q1004,what is middle class in the us,question_answering,American middle class
Q1005,what is the scientific name of the eastern tiger salamander?,question_answering,Tiger Salamander
Q1006,what is considered to be a disasters,question_answering,Disaster
Q1007,What is firebird server,question_answering,Firebird (database server)
Q1008,What is firebird server,question_answering,Firebird (database server)
Q1009,What is caused by the human immunodeficiency virus?,question_answering,HIV
Q1010,what was the steelworkers strike,question_answering,Steel strike of 1919
Q1011,When was the first Mary Poppins book written,question_answering,Mary Poppins
Q1012,what is sims language,question_answering,Simlish
Q1013,what is the function of the vas deferens?,question_answering,Vas deferens
Q1014,What is Ischemia or infarction?,question_answering,Ischemia
Q1015,What is Ischemia or infarction?,question_answering,Ischemia
Q1016,What is Ischemia or infarction?,question_answering,Ischemia
Q1017,where is humboldt ks,question_answering,"Humboldt, Kansas"
Q1018,what was nixon accused of,question_answering,Watergate scandal
Q1019,what was nixon accused of,question_answering,Watergate scandal
Q1020,who is elizabeth from general hospital who are the boys fathers,question_answering,Elizabeth Webber
Q1021,what is reagan known for,question_answering,Presidency of Ronald Reagan
Q1022,what is reagan known for,question_answering,Presidency of Ronald Reagan
Q1023,what is reagan known for,question_answering,Presidency of Ronald Reagan
Q1024,what is evoked otoacoustic emissions,question_answering,Otoacoustic emission
Q1025,what is chep pallet,question_answering,CHEP
Q1026,who is victoria jackson from saturday night live,question_answering,Victoria Jackson
Q1027,what was the post modernist era in literature?,question_answering,Postmodern literature
Q1028,who is the group enigma,question_answering,Enigma (musical project)
Q1029,who is the group enigma,question_answering,Enigma (musical project)
Q1030,when was scooby doo created,question_answering,Scooby-Doo
Q1031,what is the federal death tax,question_answering,Estate tax in the United States
Q1032,when was raphael born,question_answering,Raphael
Q1033,who is the CEO OF FACEBOOK,question_answering,Mark Zuckerberg
Q1034,What Is the Largest Whale,question_answering,Blue whale
Q1035,What Is Range in Math,question_answering,Range (mathematics)
Q1036,where is the seed located in an artichoke,question_answering,Artichoke
Q1037,who is on the hundred dollar bill,question_answering,United States one hundred-dollar bill
Q1038,what is the ingredient in mustard,question_answering,Mustard (condiment)
Q1039,who are the members of the climax blues band?,question_answering,Climax Blues Band
Q1040,when was the web invented,question_answering,World Wide Web
Q1041,WHAT IS PARESTHESIAS OF HANDS,question_answering,Paresthesia
Q1042,WHAT IS PARESTHESIAS OF HANDS,question_answering,Paresthesia
Q1043,what is kathmandu known for,question_answering,Kathmandu
Q1044,where is mark sanchez from,question_answering,Mark Sanchez
Q1045,who is paul avery to the zodiac killings,question_answering,Paul Avery
Q1046,what is sump pump  used for,question_answering,Sump pump
Q1047,when was bloody kansas in,question_answering,Bleeding Kansas
Q1048,What Is Benzene Used For,question_answering,Benzene
Q1049,what is homebrew for wii?,question_answering,Wii homebrew
Q1050,where is cougar town filmed,question_answering,Cougar Town
Q1051,who was bush's national security advisor,question_answering,Stephen Hadley
Q1052,who was bush's national security advisor,question_answering,Stephen Hadley
Q1053,what is another name for the large intestine,question_answering,Large intestine
Q1054,where is green bay packers from,question_answering,Green Bay Packers
Q1055,where is the valley at in los angeles,question_answering,San Fernando Valley
Q1056,when was the world of coca cola built,question_answering,World of Coca-Cola
Q1057,when is susan smith eligible for parole,question_answering,Susan Smith
Q1058,what is the highest mountain in america and where is is located?,question_answering,Mount McKinley
Q1059,what was the first honda car,question_answering,Honda S600
Q1060,what was the first honda car,question_answering,Honda S600
Q1061,when was everybody hates chris made,question_answering,Everybody Hates Chris
Q1062,what is lung effusion,question_answering,Pleural effusion
Q1063,what is the population of san francisco,question_answering,San Francisco
Q1064,who is the writer of the beowulf poem?,question_answering,Beowulf
Q1065,who is shem in the bible,question_answering,Shem
Q1066,who is shem in the bible,question_answering,Shem
Q1067,what is go daddy.com?,question_answering,Go Daddy
Q1068,where is andy whitfield from?,question_answering,Andy Whitfield
Q1069,where is the country andorra located,question_answering,Andorra
Q1070,what is the highest point in oahu,question_answering,Oahu
Q1071,what is spelt flour,question_answering,Spelt
Q1072,what is spelt flour,question_answering,Spelt
Q1073,what is sherlock holmes job,question_answering,Sherlock Holmes
Q1074,what is sherlock holmes job,question_answering,Sherlock Holmes
Q1075,where is kennywood in pittsburgh,question_answering,Kennywood
Q1076,what is social security card used for,question_answering,Social Security number
Q1077,what is the minimalist trend,question_answering,Minimalism
Q1078,Who is the rap singer in right round with kesha in the background? *(dancer)*,question_answering,Right Round
Q1079,who is the current Chief Justice of the U.S. supreme court?,question_answering,Chief Justice of the United States
Q1080,what is rock of ages about,question_answering,Rock of Ages (musical)
Q1081,when was the american labor union formed,question_answering,Labor unions in the United States
Q1082,what is the largest credit union,question_answering,Navy Federal Credit Union
Q1083,what is the singer Stevie Wonders full name,question_answering,Stevie wonder
Q1084,what is definition of psychotic,question_answering,Psychosis
Q1085,Who is General Grievous of Star Wars,question_answering,General Grievous
Q1086,where is scotty mccreery from,question_answering,Scotty McCreery
Q1087,what is general chu chicken,question_answering,General Tso's chicken
Q1088,where is david ortiz from,question_answering,David Ortiz
Q1089,what is an irregular heartbeat pvc,question_answering,Premature ventricular contraction
Q1090,what is an irregular heartbeat pvc,question_answering,Premature ventricular contraction
Q1091,what is flour made from,question_answering,Flour
Q1092,what is my resting heart rate at age 24,question_answering,Heart rate
Q1093,what is the name for an old horse-drawn vehicle,question_answering,Carriage
Q1094,where was the tsunami in 2005,question_answering,2004 Indian Ocean earthquake and tsunami
Q1095,what is the source of geothermal energy,question_answering,Geothermal energy
Q1096,what is cubic ft,question_answering,Cubic foot
Q1097,when was kirstie alley on cheers,question_answering,Kirstie Alley
Q1098,who was ho chi minh in vietnam war,question_answering,Ho chi minh
Q1099,what is another name for cpu,question_answering,Central processing unit
Q1100,who was charged with murder after the massacre at My lai,question_answering,My Lai Massacre
Q1101,what was the city of Mithridates,question_answering,Mithridates VI of Pontus
Q1102,what is metal music about,question_answering,Heavy metal music
Q1103,what is metal music about,question_answering,Heavy metal music
Q1104,what is extreme right wing,question_answering,Far-right politics
Q1105,what is extreme right wing,question_answering,Far-right politics
Q1106,what is the title of Hobbes main work,question_answering,Thomas Hobbes
Q1107,what is high emotional intelligence?,question_answering,Emotional intelligence
Q1108,what is the role of heredity,question_answering,Heredity
Q1109,what is the role of heredity,question_answering,Heredity
Q1110,what is prefix phone number,question_answering,Telephone prefix
Q1111,what is metformin used for,question_answering,Metformin
Q1112,what is metformin used for,question_answering,Metformin
Q1113,what is the cabin pressure of us airlines,question_answering,Cabin pressurization
Q1114,what is the cabin pressure of us airlines,question_answering,Cabin pressurization
Q1115,what is it like at mount rushmore?,question_answering,Mount Rushmore
Q1116,what is buttoned-down shirt?,question_answering,Dress shirt
Q1117,when is administrative assistant day,question_answering,Administrative Professionals' Day
Q1118,where is keith whitley from,question_answering,Keith Whitley
Q1119,who is basketball star antoine walker,question_answering,Antoine Walker
Q1120,where are the internal and external iliac arteries,question_answering,External iliac artery
Q1121,what is steam by valve corporation,question_answering,Steam (software)
Q1122,where is the Rhine river located on a map,question_answering,Rhine
Q1123,what is sanskrit shri,question_answering,Sri
Q1124,what is civil engineering aBOUT,question_answering,Civil engineering
Q1125,WHere is a famous alluvial plain,question_answering,Mississippi Alluvial Plain
Q1126,Where is South Beach in Miami,question_answering,South Beach
Q1127,who was john f kennedy up against,question_answering,"United States presidential election, 1960"
Q1128,what is the controlled substance act known as,question_answering,Controlled Substances Act
Q1129,what is the si unit of pressure,question_answering,Pressure
Q1130,what is the great basin area,question_answering,Great Basin
Q1131,when was fdr elected as president,question_answering,Franklin D. Roosevelt
Q1132,where was ms-13 originally from,question_answering,MS-13
Q1133,what is bones job,question_answering,Bones (TV series)
Q1134,where was the super bowl in 1991,question_answering,Super Bowl XXV
Q1135,when was malcolm x assassinated,question_answering,Malcolm X
Q1136,when was malcolm x assassinated,question_answering,Malcolm X
Q1137,who are the characters in 90210 in season 3,question_answering,90210 (season 3)
Q1138,when was queen elizabeth ii married,question_answering,Elizabeth II
Q1139,where is penn state stadium,question_answering,Beaver Stadium
Q1140,what is in a tequila sunrise?,question_answering,Tequila Sunrise (cocktail)
Q1141,where are facial sinuses,question_answering,Paranasal sinuses
Q1142,what is lean manufacturing and who developed,question_answering,Lean manufacturing
Q1143,what is lean manufacturing and who developed,question_answering,Lean manufacturing
Q1144,who is is the singer westlife,question_answering,Westlife
Q1145,what is vitamin a for,question_answering,Vitamin A
Q1146,what is vitamin a for,question_answering,Vitamin A
Q1147,what is the capital city of california.,question_answering,"Sacramento, California"
Q1148,when is it memorial day,question_answering,Memorial Day
Q1149,"What was ""Freedom Summer""?",question_answering,Freedom Summer
Q1150,"What was ""Freedom Summer""?",question_answering,Freedom Summer
Q1151,what is the function of the liver,question_answering,Liver
Q1152,what is the function of the liver,question_answering,Liver
Q1153,what is the formula for calcium nitrate,question_answering,Calcium nitrate
Q1154,where is dia de los muertos celebrated,question_answering,Day of the Dead
Q1155,where is the 2011 mlb all star game location,question_answering,2011 Major League Baseball All-Star Game
Q1156,what was the Name the first electronic handheld calculator,question_answering,Sumlock ANITA calculator
Q1157,when was washington elected president,question_answering,George Washington
Q1158,where is the island New Guinea?,question_answering,New Guinea
Q1159,what is in milk,question_answering,Milk
Q1160,what is in milk,question_answering,Milk
Q1161,What is motorcycle speedway racing,question_answering,Motorcycle speedway
Q1162,what is customary at shiva,question_answering,Shiva (Judaism)
Q1163,what is customary at shiva,question_answering,Shiva (Judaism)
Q1164,what is customary at shiva,question_answering,Shiva (Judaism)
Q1165,who is the guy in the wheelchair who is smart,question_answering,Stephen Hawking in popular culture
Q1166,what is in a hot toddy,question_answering,Hot toddy
Q1167,what is honey bee propolis,question_answering,Propolis
Q1168,what is honey bee propolis,question_answering,Propolis
Q1169,when was steven tyler born,question_answering,Steven Tyler
Q1170,what is name of national anthem song of switzerland,question_answering,Swiss Psalm
Q1171,what is blood urea,question_answering,Blood urea nitrogen
Q1172,what is blood urea,question_answering,Blood urea nitrogen
Q1173,where are the most concentration of jews living,question_answering,Jews
Q1174,what is corpus christi holiday,question_answering,Corpus Christi (feast)
Q1175,who was the first european in the americas,question_answering,European colonization of the Americas
Q1176,where is testosterone produced,question_answering,Testosterone
Q1177,where is testosterone produced,question_answering,Testosterone
Q1178,where is testosterone produced,question_answering,Testosterone
Q1179,what is the difference between multistage and cluster sampling,question_answering,Cluster sampling
Q1180,where is jamestown north carolina,question_answering,"Jamestown, North Carolina"
Q1181,what is cu the element,question_answering,Copper
Q1182,what was the parthenon used for,question_answering,Parthenon
Q1183,what is stepwise linear regression,question_answering,Stepwise regression
Q1184,when was jamestown colonized,question_answering,"Jamestown, Virginia"
Q1185,what was the first year of kentucky derby,question_answering,Kentucky Derby
Q1186,who is on the $10. bill,question_answering,United States ten-dollar bill
Q1187,when was andy griffith born,question_answering,Andy Griffith
Q1188,what is the definition of a hung jury,question_answering,Hung jury
Q1189,who is norah jones parents,question_answering,Norah Jones
Q1190,what is the capacity of the cowboy stadium,question_answering,Cowboys Stadium
Q1191,what is the capacity of the cowboy stadium,question_answering,Cowboys Stadium
Q1192,what is Carbon 14 dating is a type of ?,question_answering,Carbon-14
Q1193,what is the color puce,question_answering,Puce
Q1194,when was the battle at tombstone fought,question_answering,Gunfight at the O.K. Corral
Q1195,where was jfk buried,question_answering,State funeral of John F. Kennedy
Q1196,what is the population of algoma wi for 2010,question_answering,"Algoma, Wisconsin"
Q1197,what is renaissance english,question_answering,English Renaissance
Q1198,Who is the husband of Betty Ford,question_answering,Betty Ford
Q1199,what was Coco Chanel's real first name?,question_answering,Coco Chanel
Q1200,what is grist mill stone,question_answering,Gristmill
Q1201,who is Dr. JB Danquah,question_answering,J. B. Danquah
Q1202,where is big pokey from,question_answering,Big Pokey
Q1203,what is baklava recipe,question_answering,Baklava
Q1204,what is the rule of the 9s,question_answering,Total body surface area
Q1205,where  is kj 52 from,question_answering,KJ-52
Q1206,what is the sign for degrees,question_answering,Degree symbol
Q1207,what is the sign for degrees,question_answering,Degree symbol
Q1208,what is the prognosis of stomach cancer,question_answering,Stomach cancer
Q1209,who is carlos pena on big time rush,question_answering,Big Time Rush
Q1210,what is el mate,question_answering,Mate (beverage)
Q1211,what is dave batista doing now,question_answering,Dave Batista
Q1212,WHO IS HENRY SAMPSON JR.,question_answering,Henry Sampson (inventor)
Q1213,where is the arctic circle located on the earth,question_answering,Arctic circle
Q1214,what is the erb/heart,question_answering,Erb's point (cardiology)
Q1215,when was pokemon first started,question_answering,PokÃ©mon
Q1216,where are colors on stoplight,question_answering,Traffic light
Q1217,where are colors on stoplight,question_answering,Traffic light
Q1218,where are colors on stoplight,question_answering,Traffic light
Q1219,where are colors on stoplight,question_answering,Traffic light
Q1220,what is the fundamental theorem of calculus used for,question_answering,Fundamental theorem of calculus
Q1221,what is the fundamental theorem of calculus used for,question_answering,Fundamental theorem of calculus
Q1222,what is nicki minaj real name,question_answering,Nicki Minaj
Q1223,what is the disease osteonecrosis of the jaw?,question_answering,Osteonecrosis of the jaw
Q1224,what is the disease osteonecrosis of the jaw?,question_answering,Osteonecrosis of the jaw
Q1225,what is mincemeat made of,question_answering,Mincemeat
Q1226,who is suicide tna,question_answering,Suicide (character)
Q1227,where is hickory located nc,question_answering,"Hickory, North Carolina"
Q1228,what is Polyester in packaging PET,question_answering,Polyethylene terephthalate
Q1229,what was the GE building in rockefeller plaza called before.,question_answering,GE Building
Q1230,who are the two senators of louisiana,question_answering,List of United States Senators from Louisiana
Q1231,who is director jack smight,question_answering,Jack Smight
Q1232,what is dmitri mendeleev 4,question_answering,Dmitri Mendeleev
Q1233,what is dmitri mendeleev 4,question_answering,Dmitri Mendeleev
Q1234,where is modesto california,question_answering,"Modesto, California"
Q1235,what is the female symbol called,question_answering,Gender symbol
Q1236,who is st patty?,question_answering,Saint Patrick's Day
Q1237,what is leasehold; real estate,question_answering,Leasehold estate
Q1238,when was Mary Anderson born,question_answering,Mary Anderson (inventor)
Q1239,WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT,question_answering,I Confess (film)
Q1240,WHAT IS THE LENGTH OF A NAUTICAL MILE,question_answering,Nautical mile
Q1241,what is black hairy tongue disease,question_answering,Black hairy tongue
Q1242,what is firewire used for,question_answering,IEEE 1394
Q1243,when was srv born,question_answering,Stevie Ray Vaughan
Q1244,what is stent surgery,question_answering,Stent
Q1245,what is ethernet gigabit,question_answering,Gigabit Ethernet
Q1246,where is the tibia location,question_answering,Tibia
Q1247,what is tofu made of,question_answering,Tofu
Q1248,Where is Bubbles the Chimp now,question_answering,Bubbles (chimpanzee)
Q1249,what is muse's lead singer's name,question_answering,Muse (band)
Q1250,where is bloemfontein in africa,question_answering,Bloemfontein
Q1251,What is the prostate for?,question_answering,Prostate
Q1252,what is in the preamble of the constitution,question_answering,Preamble to the United States Constitution
Q1253,when was the internet started,question_answering,History of the Internet
Q1254,where is rolling rock brewed,question_answering,Rolling Rock
Q1255,when was Pope Benedict XVI elected?,question_answering,Pope Benedict XVI
Q1256,Who was John Adam's children,question_answering,John Adams
Q1257,who was on the 10 dollar bill,question_answering,United States ten-dollar bill
Q1258,what is water jet propulsion,question_answering,Jetboat
Q1259,where is the sermon on the mount in the bible,question_answering,Sermon on the Mount
Q1260,who is E from entourage,question_answering,Eric Murphy
Q1261,what is article 5 about,question_answering,Article Five of the United States Constitution
Q1262,what is the political tea party,question_answering,Tea Party movement
Q1263,what is puerto rico currency,question_answering,Currencies of Puerto Rico
Q1264,What is the function of albumin?,question_answering,Human serum albumin
Q1265,who is ezekiel in the bible,question_answering,Book of Ezekiel
Q1266,where are the ten commandments in the bible,question_answering,Ten Commandments
Q1267,what is endodontic dentistry,question_answering,Endodontics
Q1268,who is the junior senator of nc,question_answering,Kay Hagan
Q1269,who is heisman trophy named after,question_answering,Heisman Trophy
Q1270,what is sado masochism,question_answering,Sadomasochism
Q1271,where are Giant Panda Bears found?,question_answering,Giant Panda
Q1272,where is loxahatchee fl at,question_answering,"Loxahatchee, Florida"
Q1273,where is loxahatchee fl at,question_answering,"Loxahatchee, Florida"
Q1274,what is the format of the canadian citizenship test,question_answering,Canadian Citizenship Test
Q1275,what is chicken chow mein,question_answering,Chow mein
Q1276,What is up with Kent Hovind,question_answering,Kent Hovind
Q1277,what is the oath of allegiance of the united states,question_answering,Oath of Allegiance (United States)
Q1278,what is that dot on the forehead of indian women\,question_answering,Bindi (decoration)
Q1279,where is good morning america studio,question_answering,Times Square Studios
Q1280,what is primary medicine,question_answering,Primary care
Q1281,what is primary medicine,question_answering,Primary care
Q1282,where is Desmanthus Illinoensis found,question_answering,Desmanthus illinoensis
Q1283,when was the first super bowl,question_answering,Super Bowl
Q1284,what is the origin of fiona,question_answering,Fiona
Q1285,what is the official language of america?,question_answering,Languages of the United States
Q1286,what is auto quarter panel,question_answering,Quarter panel
Q1287,"where is shropshire, uk",question_answering,Shropshire
Q1288,when was pearl harbor bombed,question_answering,Attack on Pearl Harbor
Q1289,what is the la tour de france,question_answering,Tour de France
Q1290,what is the social norm approach?,question_answering,Social Norms Approach
Q1291,what is associates arts degree,question_answering,Associate degree
Q1292,what is vat tax?,question_answering,Value added tax
Q1293,what is high sticking in hockey,question_answering,High-Sticking
Q1294,what is an sd memory card reader,question_answering,Memory card reader
Q1295,"What was Captain Ahab's Ship in the novel ""Moby Dick""",question_answering,Moby-Dick
Q1296,when was the trogan war,question_answering,Trojan War
Q1297,where is the palatine canal,question_answering,Greater palatine canal
Q1298,what is the lowest temperature ever recorded in antarctica,question_answering,Climate of Antarctica
Q1299,what is oregon institute of technology like,question_answering,Oregon Institute of Technology
Q1300,When Is Passover Over,question_answering,Passover
Q1301,when is halley's comet next,question_answering,Halley's Comet
Q1302,what is soy made from,question_answering,Soybean
Q1303,what is linkedin used for,question_answering,LinkedIn
Q1304,"WHERE IS ROUGH AND READY, CA",question_answering,"Rough and Ready, California"
Q1305,"WHERE IS ROUGH AND READY, CA",question_answering,"Rough and Ready, California"
Q1306,where is rashard lewis from???,question_answering,Rashard Lewis
Q1307,what is doxycycline hyclate used for,question_answering,Doxycycline
Q1308,what is sodium hypochlorite solution,question_answering,Sodium hypochlorite
Q1309,what is sodium hypochlorite solution,question_answering,Sodium hypochlorite
Q1310,what is captcha code,question_answering,CAPTCHA
Q1311,when was jacques cousteau born,question_answering,Jacques Cousteau
Q1312,where was the fugitive slave law made,question_answering,Fugitive Slave Act of 1850
Q1313,who is in the group trinity 5 7,question_answering,Trin-i-tee 5:7
Q1314,what is eic earned income credit,question_answering,Earned Income Tax Credit
Q1315,when is international men's day,question_answering,International Men's Day
Q1316,where is valley village ca,question_answering,"Valley Village, Los Angeles"
Q1317,What is sign of cancer,question_answering,Cancer (astrology)
Q1318,when was the patriot act enacted,question_answering,Patriot Act
Q1319,when was the tacoma bridge collapse?,question_answering,Tacoma Narrows Bridge
Q1320,what is brown flax,question_answering,Flax
Q1321,what is a gsm cell phone,question_answering,GSM
Q1322,what was the cash and carry lend lease,question_answering,Lend-Lease
Q1323,what was the cash and carry lend lease,question_answering,Lend-Lease
Q1324,what is el morro in puerto rico,question_answering,Castillo San Felipe del Morro
Q1325,where are poison dart frog seen,question_answering,Poison dart frog
Q1326,where were the Winter Olympics in 2006,question_answering,2006 Winter Olympics
Q1327,when was the lady gaga judas song released,question_answering,Judas (song)
Q1328,when was the lady gaga judas song released,question_answering,Judas (song)
Q1329,what is mpeg4  avc or sp/asp,question_answering,H.264/MPEG-4 AVC
Q1330,WHAT IS NON BINDING?,question_answering,Non-binding arbitration
Q1331,who was mr big on sex and the city,question_answering,Mr. Big (Sex and the City)
Q1332,what is the actresses name that played in walk that line?,question_answering,Walk the Line
Q1333,what is the definition of a map,question_answering,Map
Q1334,where is university of nelson mandela metropolitan located,question_answering,Nelson Mandela Metropolitan University
Q1335,when was How the west was won filmed?,question_answering,How the West Was Won (film)
Q1336,who is on blink 182 album cover,question_answering,Enema of the State
Q1337,What is the name of the late Major League  old professor,question_answering,Casey Stengel
Q1338,when was the constitution written,question_answering,Constitution
Q1339,what is the use of a sales invoice?,question_answering,Invoice
Q1340,what was the actress who played the pink power ranger,question_answering,Kimberly Hart
Q1341,what is squash the sport,question_answering,Squash (sport)
Q1342,where is the world cup in 2010,question_answering,2010 FIFA World Cup
Q1343,when was the great fire in chicago,question_answering,Great Chicago Fire
Q1344,what is hosting a website,question_answering,Web hosting service
Q1345,when was the first nfl madden game released,question_answering,Madden NFL
Q1346,what is pci Interface,question_answering,Conventional PCI
Q1347,what is jagger bombs,question_answering,JÃ¤gerbomb
Q1348,what is the name of mountains along california,question_answering,California Coast Ranges
Q1349,who is the author of tree grows in brooklyn,question_answering,A Tree Grows in Brooklyn (novel)
Q1350,where is al jazeera based,question_answering,Al Jazeera
Q1351,what is the purpose of child support?,question_answering,Child support
Q1352,where was martin luther king shot?,question_answering,"Martin Luther King, Jr."
Q1353,who is the mayor of chicago 2011,question_answering,"Chicago mayoral election, 2011"
Q1354,when is the wv state fair,question_answering,State Fair of West Virginia
Q1355,when was the state of utah established,question_answering,Utah
Q1356,what is the location of coldwater ms,question_answering,"Coldwater, Mississippi"
Q1357,what is the location of coldwater ms,question_answering,"Coldwater, Mississippi"
Q1358,what is the function of the hard palate,question_answering,Hard palate
Q1359,where is Chayanne from?,question_answering,Chayanne
Q1360,when is world war hulk movie come,question_answering,World War Hulk
Q1361,WHERE WAS JOHN WAYNE BORN,question_answering,John Wayne
Q1362,what is the difference between alpha lipoic acid and lipoic acid,question_answering,Lipoic acid
Q1363,what is the organic layer in an amoled screen,question_answering,OLED
Q1364,what is eggnog made of,question_answering,Eggnog
Q1365,what is gravy made of,question_answering,Gravy
Q1366,what is gravy made of,question_answering,Gravy
Q1367,what is bourbon made of,question_answering,Bourbon whiskey
Q1368,what is cta used for,question_answering,Computed tomography angiography
Q1369,what is vitamin b12 used for,question_answering,Vitamin B12
Q1370,what is vitamin b12 used for,question_answering,Vitamin B12
Q1371,What is the the North American Free Trade Agreement?,question_answering,North American Free Trade Agreement
Q1372,what is tmz stand for,question_answering,TMZ (website)
Q1373,what is impingement of the shoulder,question_answering,Impingement syndrome
Q1374,where is La Palma africa,question_answering,La Palma
Q1375,where was hillary clinton born,question_answering,Hillary Rodham Clinton
Q1376,who was the first one to invent medicine,question_answering,History of medicine
Q1377,When was 27th amendment proposed,question_answering,Twenty-seventh Amendment to the United States Constitution
Q1378,what is singapore's currency,question_answering,Singapore dollar
Q1379,Who was Daniel J Daly?,question_answering,Daniel Daly
Q1380,where was paul revere born,question_answering,Paul Revere
Q1381,what is the plot of the shawshank redemption?,question_answering,The Shawshank Redemption
Q1382,what is an information technology manager,question_answering,Information technology management
Q1383,what is the scientific name of a cardinal bird,question_answering,Northern Cardinal
Q1384,where are kenworth trucks built,question_answering,Kenworth
Q1385,what is the type of democracy in which all citizens have the right to make  government decisions,question_answering,Democracy
Q1386,when is the feast of St. Rita,question_answering,Rita of Cascia
Q1387,where is j.cole from,question_answering,J. Cole
Q1388,what is ratchet from ratchet and clank,question_answering,Ratchet & Clank
Q1389,where was the first real roller coaster,question_answering,roller coaster
Q1390,what is in a will,question_answering,Will and testament
Q1391,what is the gdp for greenland 2010?,question_answering,Economy of Greenland
Q1392,What is hydrogen in,question_answering,Hydrogen
Q1393,where is UWA on world list of universities,question_answering,University of Western Australia
Q1394,what is bracketing in photography,question_answering,Bracketing
Q1395,What is the disk defragmenter tool,question_answering,Defragmentation
Q1396,what is level of agreement mean,question_answering,Service-level agreement
Q1397,when was purple haze by jimi hendrix made?,question_answering,Purple haze
Q1398,where was martin luther born,question_answering,Martin Luther
Q1399,who is the actor that plays harry potter,question_answering,List of Harry Potter cast members
Q1400,"what is the concept of ""wellness"" ?",question_answering,Wellness (alternative medicine)
Q1401,what is the mortality rate of sepsis,question_answering,Septic shock
Q1402,where is kos from?,question_answering,K-os
Q1403,what is the defensive line in football called,question_answering,American football positions
Q1404,what is the measurements of saturn's moons,question_answering,Moons of Saturn
Q1405,what is the @ sign called?,question_answering,At sign
Q1406,who is the book the catcher in the rye by?,question_answering,The Catcher in the Rye
Q1407,who are the girls from the bad girls club?,question_answering,Bad Girls Club
Q1408,what is prince williams last name,question_answering,"Prince William, Duke of Cambridge"
Q1409,what is IBRIX,question_answering,IBRIX Fusion
Q1410,what is bilirubin total,question_answering,Bilirubin
Q1411,what was bernie madoff selling,question_answering,Bernard Madoff
Q1412,what is quasi judicial agency,question_answering,Quasi-judicial body
Q1413,who is inventor of the radio,question_answering,Invention of radio
Q1414,who is the founder of twitter,question_answering,Twitter
Q1415,what is scurvy disease,question_answering,Scurvy
Q1416,what is google openid,question_answering,OpenID
Q1417,who is bj's wholesale club,question_answering,BJ's Wholesale Club
Q1418,what is atherosclerotic heart disease,question_answering,Atherosclerosis
Q1419,what is atherosclerotic heart disease,question_answering,Atherosclerosis
Q1420,what is atherosclerotic heart disease,question_answering,Atherosclerosis
Q1421,what is atherosclerotic heart disease,question_answering,Atherosclerosis
Q1422,what was the name of the uss john kennedy before,question_answering,USS John F. Kennedy (CV-67)
Q1423,what is the name of the wizard of oz,question_answering,Wizard of Oz (character)
Q1424,what is the name of the wizard of oz,question_answering,Wizard of Oz (character)
Q1425,what were 3 important things that douglas MacArthur did?,question_answering,Douglas MacArthur
Q1426,what is homebrew for wii,question_answering,Wii homebrew
Q1427,what is homebrew for wii,question_answering,Wii homebrew
Q1428,what is santa's wife's name,question_answering,Mrs. Claus
Q1429,when was Saddle Creek founded,question_answering,Saddle Creek Records
Q1430,what is korean money called,question_answering,South Korean won
Q1431,what is three phase electrical,question_answering,Three-phase electric power
Q1432,What is the significance of Good Friday?,question_answering,Good Friday
Q1433,What is the significance of Good Friday?,question_answering,Good Friday
Q1434,What is the significance of Good Friday?,question_answering,Good Friday
Q1435,Who is the highest scoring NBA player,question_answering,List of National Basketball Association season scoring leaders
Q1436,where is the great basin located on a us map,question_answering,Great Basin
Q1437,what is direct marketing channel,question_answering,Direct Marketing
